0,Consultant,Main New Gloss.1,Gloss Variant,D Start HS,N-D Start HS,D End HS,N-D End HS,Passive Arm,Session,Scene,Start,End,vid_links
3500,Naomi,BLANK-OUT,BLANK-OUT,25,,25,,N,ASL_2008_08_04,29,2033,2058,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15805.mov
3501,Brady,BLANK-OUT,BLANK-OUT,25,,25,,N,ASL_2011_06_08_Brady,21,10707,10727,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15805.mov
3502,Liz,FORK,FORK+,V/2,B-L,V/2,B-L,N,ASL_2008_01_18,48,509,571,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_971.mov
3503,Naomi,FORK,FORK+,V/2,B-L,V/2,B-L,N,ASL_2008_08_06,48,138,163,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_971.mov
3504,Brady,FORK,FORK+,V/2,B-L,V/2,B-L,N,ASL_2011_06_14_Brady,22,355,380,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_971.mov
3505,Brady,FORK,FORK+,V/2,B-L,V/2,B-L,N,ASL_2011_06_14_Brady,22,1030,1049,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3639.mov
3506,Liz,FORK,FORK_2+,V/2,B-L,V/2,B-L,N,ASL_2008_01_18,48,840,885,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5539.mov
3507,Naomi,FORK,FORK_2+,V/2,B-L,V/2,B-L,N,ASL_2008_08_06,48,374,405,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5539.mov
3508,Tyler,EAT-WITH-FORK,EAT-WITH-FORK,U/H,B-L,U/H,B-L,N,ASL_2008_05_29a,28,295,332,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_16107.mov
3509,Brady,EAT-WITH-FORK,EAT-WITH-FORK,V/2,B-L,V/2,B-L,N,ASL_2011_06_14_Brady,22,781,800,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_16107.mov
3510,Liz,ns-FORT-WORTH,ns-FORT-WORTH,F/9,B-L,W,B-L,N,ASL_2008_01_18,48,1665,1700,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_975.mov
3511,Tyler,ns-FORT-WORTH-DALLAS,ns-FORT-WORTH-DALLAS,cocked-F,,D,,N,ASL_2008_05_29a,28,1515,1545,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3247.mov
3512,Tyler,FOUNDATION,FOUNDATION,S,B-L,S,B-L,Y,ASL_2008_05_29a,28,3070,3107,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_978.mov
3513,Naomi,FOUNDATION,FOUNDATION,S,S,S,S,Y,ASL_2008_08_06,48,3671,3720,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_978.mov
3514,Brady,FOUNDATION,FOUNDATION,S,S,S,S,Y,ASL_2011_06_14_Brady,22,3660,3690,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_978.mov
3515,Liz,FOUNDATION,FOUNDATION_2,S,S,S,S,Y,ASL_2008_01_18,48,2420,2460,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_16203.mov
3516,Liz,FOUNTAIN,FOUNTAIN,S,cocked-S,5,5,N,ASL_2008_01_18,48,2830,2886,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_979.mov
3517,Tyler,FOUNTAIN,FOUNTAIN,flat-O,flat-O,5,5,N,ASL_2008_05_29a,28,3390,3425,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_979.mov
3518,Naomi,FOUNTAIN,FOUNTAIN,X-over-thumb,X-over-thumb,5,5,N,ASL_2008_08_06,48,4020,4070,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_979.mov
3519,Brady,FOUNTAIN,FOUNTAIN,A,A,5,5,N,ASL_2011_06_14_Brady,22,4041,4073,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_979.mov
3520,Liz,FOX,FOX+,F/9,,F/9,,N,ASL_2008_01_18,49,350,385,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_980.mov
3521,Tyler,FOX,FOX,F/9,,F/9,,N,ASL_2008_05_29a,28,3700,3735,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_980.mov
3522,Naomi,FOX,FOX,cocked-F,,cocked-F,,N,ASL_2008_08_06,48,4285,4301,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_980.mov
3523,Brady,FOX,FOX,cocked-F,,cocked-F,,N,ASL_2011_06_14_Brady,22,5016,5050,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_980.mov
3524,Liz,WOLF,WOLF,crvd-sprd-B,,flat-O,,N,ASL_2010_08_10_Liz_additional_lexicon_signs,4,1048,1085,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15844.mov
3525,Brady,WOLF,WOLF,crvd-5,,flat-O,,N,ASL_2011_07_22_Brady,32,662,682,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15844.mov
3526,Liz,ns-FRANCE,ns-FRANCE,F/9,,F/9,,N,ASL_2008_01_18,49,840,865,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_982.mov
3527,Tyler,ns-FRANCE,ns-FRANCE,F/9,,F/9,,N,ASL_2008_05_29a,30,612,640,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_982.mov
3528,Naomi,ns-FRANCE,ns-FRANCE,F/9,,F/9,,N,ASL_2008_08_06,49,370,395,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_982.mov
3529,Tyler,FRECKLES,FRECKLES,5-C,5-C,5-C,5-C,N,ASL_2008_05_29a,30,950,995,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_983.mov
3530,Naomi,FRECKLES,FRECKLES,5-C,5-C,5-C,5-C,N,ASL_2008_08_06,49,675,695,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_983.mov
3531,Brady,FRECKLES,FRECKLES,C,C,C,C,N,ASL_2011_06_14_Brady,22,6459,6478,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_983.mov
3532,Brady,FRECKLES,FRECKLES,crvd-5,crvd-5,crvd-5,crvd-5,N,ASL_2011_07_19_Brady,33,1113,1134,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5190.mov
3533,Brady,FRECKLES,FRECKLES,crvd-5,crvd-5,crvd-5,crvd-5,N,ASL_2011_07_22_Brady,36,4129,4161,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15221.mov
3534,Liz,FRECKLES,(1h)FRECKLES,crvd-5,,crvd-5,,N,ASL_2008_01_18,49,1220,1265,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15622.mov
3535,Liz,ZITS,ZITS+,5-C-L,5-C-L,crvd-5,crvd-5,N,ASL_2008_02_15,39,966,1017,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15698.mov
3536,Liz,MEASLES,MEASLES,5-C-L,5-C-L,5-C-L,5-C-L,N,ASL_2008_02_15,1,3350,3405,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15882.mov
3537,Tyler,MEASLES,MEASLES,5-C-L,5-C-L,5-C-L,5-C-L,N,ASL_2008_06_10,11,1473,1515,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15882.mov
3538,Brady,MEASLES,MEASLES,5-C-L,5-C-L,5-C-L,5-C-L,N,ASL_2011_06_14_Brady,55,4670,4705,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15882.mov
3539,Liz,MUMPS,MUMPS,5-C,5-C,5-C,5-C,N,ASL_2008_02_15,12,1515,1560,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15883.mov
3540,Tyler,BEARD,BEARD,5-C,5-C,5-C,5-C,N,ASL_2008_05_12a,23,416,455,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15884.mov
3541,Naomi,BEARD,BEARD,5-C,5-C,5-C,5-C,N,ASL_2008_08_04,24,336,352,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15884.mov
3542,Brady,BEARD,BEARD,5-C,5-C,5-C,5-C,N,ASL_2011_06_08_Brady,17,10158,10173,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15884.mov
3543,Liz,FREE,FREE,F/9,F/9,F/9,F/9,N,ASL_2008_01_18,49,1405,1435,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_984.mov
3544,Tyler,FREE,FREE,F/9,F/9,F/9,F/9,N,ASL_2008_05_29a,30,1165,1196,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_984.mov
3545,Naomi,FREE,FREE,F/9,F/9,F/9,F/9,N,ASL_2008_08_06,49,895,930,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_984.mov
3546,Brady,FREE,FREE,F/9,F/9,F/9,F/9,N,ASL_2011_06_14_Brady,22,6941,6956,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_984.mov
3547,Lana,FREE,FREE,F/9,F/9,F/9,F/9,N,ASL_2006_10_10,11,1085,1104,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_984.mov
3548,Dana,FREE,FREE,F/9,F/9,F/9,F/9,N,ASL_2007_05_24,14,1022,1056,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_984.mov
3549,Liz,INDEPENDENT,INDEPENDENT,I,I,I,I,N,ASL_2008_02_01,31,265,305,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15728.mov
3550,Tyler,INDEPENDENT,INDEPENDENT,I,I,I,I,N,ASL_2008_05_29b,5,2280,2305,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15728.mov
3551,Naomi,INDEPENDENT,INDEPENDENT,I,I,I,I,N,ASL_2008_08_13,25,4060,4081,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15728.mov
3552,Brady,INDEPENDENT,INDEPENDENT,I,I,I,I,N,ASL_2011_06_14_Brady,39,4235,4251,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15728.mov
3553,Liz,FREEZE,FREEZE,5,5,5-C,5-C,N,ASL_2008_01_18,49,1567,1595,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_985.mov
3554,Tyler,FREEZE,FREEZE,5,5,5-C,5-C,N,ASL_2008_05_29a,30,1336,1365,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_985.mov
3555,Naomi,FREEZE,FREEZE,5,5,5-C,5-C,N,ASL_2008_08_06,49,1115,1137,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_985.mov
3556,Brady,FREEZE,FREEZE,5,5,5-C,5-C,N,ASL_2011_06_14_Brady,23,690,706,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_985.mov
3557,Lana,FREEZE,FREEZE,5,5,5-C,5-C,N,ASL_2006_10_10,11,1308,1325,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_985.mov
3558,Dana,FREEZE,FREEZE,5,5,5-C,5-C,N,ASL_2007_05_24,14,1290,1334,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_985.mov
3559,Liz,FRESHMAN,FRESHMAN++,open-7,,7,,N,ASL_2008_01_18,49,2335,2395,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_987.mov
3560,Naomi,FRESHMAN,FRESHMAN+,open-7,,7,,N,ASL_2008_08_06,49,1670,1705,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_987.mov
3561,Brady,FRESHMAN,FRESHMAN++,7,,7,,N,ASL_2011_06_14_Brady,23,1142,1164,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_987.mov
3562,Liz,FRESHMAN_2,FRESHMAN_2++,open-7,B-L,open-7,B-L,N,ASL_2008_01_18,49,2591,2631,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_3640.mov
3563,Tyler,FRESHMAN_2,FRESHMAN_2+++,open-7,B-L,open-7,B-L,N,ASL_2008_05_29a,30,1885,1945,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_3640.mov
3564,Brady,FRESHMAN_2,FRESHMAN_2++,open-7,B-L,open-7,B-L,N,ASL_2011_06_14_Brady,23,1386,1414,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_3640.mov
3565,Naomi,FRESHMAN_2,(rd)FRESHMAN_2+,5,5,5,5,N,ASL_2008_08_06,49,2416,2450,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_3641.mov
3566,Naomi,FRESHMAN_3,FRESHMAN_3+,1,5,1,5,N,ASL_2008_08_06,49,2710,2746,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_5191.mov
3567,Brady,FRESHMAN_3,FRESHMAN_3+,1,5,1,5,N,ASL_2011_06_14_Brady,23,1709,1743,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_5191.mov
3568,Liz,FRESHMAN_4,FRESHMAN_4,open-7,1,open-7,1,N,ASL_2008_01_18,49,2895,2935,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_5192.mov
3569,Liz,FRIDAY,FRIDAY+,F/9,,F/9,,N,ASL_2008_01_18,50,255,301,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_990.mov
3570,Tyler,FRIDAY,FRIDAY+,F/9,,F/9,,N,ASL_2008_05_29a,30,3775,3830,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_990.mov
3571,Naomi,FRIDAY,FRIDAY+,F/9,,F/9,,N,ASL_2008_08_06,49,2996,3030,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_990.mov
3572,Brady,FRIDAY,FRIDAY+,F/9,,F/9,,N,ASL_2011_06_14_Brady,23,1955,1986,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_990.mov
3573,Lana,FRIDAY,FRIDAY+,F/9,,F/9,,N,ASL_2006_10_10,11,2756,2797,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_990.mov
3574,Dana,FRIDAY,FRIDAY+,F/9,,F/9,,N,ASL_2007_05_24,15,2690,2763,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_990.mov
3575,Liz,EVERY-FRIDAY,EVERY-FRIDAY,F/9,,F/9,,N,ASL_2008_01_18,33,2206,2235,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15160.mov
3576,Tyler,EVERY-FRIDAY,EVERY-FRIDAY,cocked-F,,cocked-F,,N,ASL_2008_05_29a,13,3980,4016,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15160.mov
3577,Naomi,EVERY-FRIDAY,EVERY-FRIDAY,cocked-F,,cocked-F,,N,ASL_2008_08_06,33,2130,2155,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15160.mov
3578,Brady,EVERY-FRIDAY,EVERY-FRIDAY,F/9,,F/9,,N,ASL_2011_06_14_Brady,13,3132,3158,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15160.mov
3579,Liz,FRIEND,FRIEND,1,1,1,1,N,ASL_2008_01_18,50,455,490,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_991.mov
3580,Tyler,FRIEND,FRIEND,1,1,1,1,N,ASL_2008_05_29a,31,235,265,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_991.mov
3581,Naomi,FRIEND,FRIEND,X,X,X,X,N,ASL_2008_08_06,50,105,130,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_991.mov
3582,Brady,FRIEND,FRIEND,1,1,1,1,N,ASL_2011_06_14_Brady,23,2547,2575,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_991.mov
3583,Lana,FRIEND,FRIEND,1,1,X,X,N,ASL_2006_10_10,11,1694,1721,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Lana_991.mov
3584,Dana,FRIEND,FRIEND,X,X,X,X,N,ASL_2007_05_24,15,1612,1671,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Dana_991.mov
3585,Liz,BEST-FRIEND,BEST-FRIEND,X,X,X,X,N,ASL_2008_02_01,8,2446,2500,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15251.mov
3586,Naomi,BEST-FRIEND,BEST-FRIEND,X,X,X,X,N,ASL_2008_08_13,7,3347,3376,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_15251.mov
3587,Brady,BEST-FRIEND,BEST-FRIEND,X,X,X,X,N,ASL_2011_06_14_Brady,27,3791,3814,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15251.mov
3588,Tyler,(R)BEST-FRIEND,(R)BEST-FRIEND,R,,R,,N,ASL_2008_05_29a,39,2110,2145,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_15267.mov
3589,Brady,(R)BEST-FRIEND,(R)BEST-FRIEND,R,,R,,N,ASL_2011_06_14_Brady,27,3886,3901,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15267.mov
3590,Liz,RELATIVE,RELATIVE,1,1,1,1,N,ASL_2008_02_29,9,2775,2835,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15425.mov
3591,Brady,RELATIVE,RELATIVE,1,1,1,1,N,ASL_2011_07_19_Brady,54,2709,2753,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15425.mov
3592,Liz,RELATIVE,(R)RELATIVE,R,R,R,R,N,ASL_2008_02_29,9,2521,2565,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_15456.mov
3593,Brady,RELATIVE,(R)RELATIVE,R,R,R,R,N,ASL_2011_07_19_Brady,54,2488,2516,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_15456.mov
3594,Liz,FROG,FROG+,S,,V/2,,N,ASL_2008_01_18,50,704,741,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_992.mov
3595,Tyler,FROG,FROG+,cocked-U,,V/2,,N,ASL_2008_05_29a,31,416,457,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_992.mov
3596,Naomi,FROG,FROG,S,,V/2,,N,ASL_2008_08_06,50,325,346,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_992.mov
3597,Brady,FROG,FROG+,S,,V/2,,N,ASL_2011_06_14_Brady,23,2798,2822,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_992.mov
3598,Liz,FROM,FROM,X,1,X,1,N,ASL_2008_01_18,50,916,945,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_993.mov
3599,Tyler,FROM,FROM,1,1,X,1,N,ASL_2008_05_29a,31,595,615,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_993.mov
3600,Naomi,FROM,FROM,1,D,X,D,N,ASL_2008_08_06,50,565,591,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_993.mov
3601,Brady,FROM,FROM,1,1,X,1,N,ASL_2011_06_14_Brady,23,3049,3059,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_993.mov
3602,Tyler,FRONT,FRONT+,B-L,,B-L,,N,ASL_2008_05_29a,31,970,1005,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_995.mov
3603,Liz,EMOTIONLESS,EMOTIONLESS,B-L,,B-L,,N,ASL_2008_01_18,50,1330,1350,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_4762.mov
3604,Naomi,EMOTIONLESS,EMOTIONLESS,B-L,,B-L,,N,ASL_2008_08_06,50,1020,1045,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_4762.mov
3605,Brady,OVERLOOK,OVERLOOK,B-L,,B-L,,N,ASL_2011_06_14_Brady,23,3547,3577,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_4763.mov
3606,Liz,EYEBROW-FROWN,EYEBROW-FROWN,1,1,X,X,N,ASL_2008_01_18,50,1751,1772,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Liz_997.mov
3607,Tyler,EYEBROW-FROWN,EYEBROW-FROWN,1,1,X,X,N,ASL_2008_05_29a,31,1530,1545,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Tyler_997.mov
3608,Naomi,EYEBROW-FROWN,EYEBROW-FROWN,1,1,X,X,N,ASL_2008_08_06,50,1706,1725,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Naomi_997.mov
3609,Brady,EYEBROW-FROWN,EYEBROW-FROWN,1,1,X,X,N,ASL_2011_06_14_Brady,23,4073,4100,http://csr.bu.edu/ftp/asl/asllvd/demos/verify_start_end_handshape_annotations//test_auto_move//signs_mov_separ_signers/Brady_997.mov
